turn,player_turn,desk,hand_0,hand_1
78,0,"[""4C"", ""2H"", ""4S""]","[""KC"", ""9D"", ""AD"", ""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS""]","[""6C"", ""2D"", ""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
79,0,[],"[""KC"", ""9D"", ""AD"", ""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""6C"", ""2D"", ""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
80,1,"[""KC""]","[""9D"", ""AD"", ""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""6C"", ""2D"", ""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
81,0,"[""KC"", ""6C""]","[""9D"", ""AD"", ""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""2D"", ""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
82,1,"[""KC"", ""6C"", ""9D""]","[""AD"", ""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""2D"", ""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
83,0,"[""KC"", ""6C"", ""9D"", ""2D""]","[""AD"", ""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
84,1,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD""]","[""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""4D"", ""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
85,0,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D""]","[""3C"", ""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
86,1,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3C""]","[""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""10H"", ""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
87,0,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3C"", ""10H""]","[""3D"", ""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
87,0,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3C"", ""10H"", ""3D""]","[""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S""]","[""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
88,0,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D""]","[""3S"", ""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D""]","[""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
89,1,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S""]","[""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D""]","[""JC"", ""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
90,0,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC""]","[""KS"", ""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D""]","[""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
90,0,"[""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D""]","[""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
91,0,[],"[""5H"", ""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
92,1,"[""5H""]","[""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""QC"", ""9H"", ""6S"", ""AS"", ""2S""]"
93,0,"[""5H"", ""QC""]","[""3H"", ""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""9H"", ""6S"", ""AS"", ""2S""]"
94,1,"[""5H"", ""QC"", ""3H""]","[""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""9H"", ""6S"", ""AS"", ""2S""]"
95,0,"[""5H"", ""QC"", ""3H"", ""9H""]","[""7S"", ""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""6S"", ""AS"", ""2S""]"
96,1,"[""5H"", ""QC"", ""3H"", ""9H"", ""7S""]","[""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""6S"", ""AS"", ""2S""]"
97,0,"[""5H"", ""QC"", ""3H"", ""9H"", ""7S"", ""6S""]","[""Joker2"", ""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""AS"", ""2S""]"
98,1,"[""5H"", ""QC"", ""3H"", ""9H"", ""7S"", ""6S"", ""Joker2""]","[""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""AS"", ""2S""]"
99,0,"[""5H"", ""QC"", ""3H"", ""9H"", ""7S"", ""6S"", ""Joker2"", ""AS""]","[""7D"", ""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""2S""]"
99,0,"[""5H"", ""QC"", ""3H"", ""9H"", ""7S"", ""6S"", ""Joker2"", ""AS"", ""7D""]","[""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS""]","[""2S""]"
100,0,"[""5H"", ""QC"", ""3H"", ""9H""]","[""KD"", ""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS"", ""7S"", ""6S"", ""Joker2"", ""AS"", ""7D""]","[""2S""]"
101,1,"[""5H"", ""QC"", ""3H"", ""9H"", ""KD""]","[""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS"", ""7S"", ""6S"", ""Joker2"", ""AS"", ""7D""]","[""2S""]"
102,0,"[""5H"", ""QC"", ""3H"", ""9H"", ""KD"", ""2S""]","[""AC"", ""10C"", ""QH"", ""7H"", ""KH"", ""8C"", ""AH"", ""4H"", ""5S"", ""2C"", ""8H"", ""JS"", ""10D"", ""8D"", ""Joker1"", ""5C"", ""6H"", ""JH"", ""9C"", ""9S"", ""QD"", ""8S"", ""6D"", ""5D"", ""JD"", ""10S"", ""7C"", ""QS"", ""4C"", ""2H"", ""4S"", ""3C"", ""10H"", ""3D"", ""KC"", ""6C"", ""9D"", ""2D"", ""AD"", ""4D"", ""3S"", ""JC"", ""KS"", ""7S"", ""6S"", ""Joker2"", ""AS"", ""7D""]",[]
